the_geom,cartodb_id,county,economic_region,wia_region
0106000020E61000000200000001030000000100000023000000B06CE690D46154C0A4677A89B1B83E4049F4328AE55F54C0810871E5ECC13E4011ACAA97DF6154C04512BD8C62DD3E4091459A78075F54C04FCB0F5CE5F13E40F37519FED36154C0FCA9F1D24DF63E40A0FCDD3B6A5F54C0E0CE85915EFC3E40BF0CC688446254C05693A7ACA6133F40CB845FEAE76354C0BEA25BAFE9153F40016E162F166454C009C4EBFA051F3F40F4FA93F8DC6854C09AD024B1A41C3F405C8E57207A6B54C0205F4205871F3F403DCA880B407154C003594FADBE2A3F40A6B8AAECBB7154C0BB5983F755253F40FF58880E817354C00322C495B3233F40C91D3691997554C0094FE8F527193F404A7A185A9D7A54C0DBB75A272E173F40F7578FFB567B54C038D4EFC2D60C3F4029ABE97AA27954C0C530276893073F4034F0A31AF67954C0310BED9C66F93E40B70BCD751A7954C0E55C8AABCAF23E40E8A38CB8007A54C034B22B2D23E93E40DFE00B93A97854C02C24607479E73E40419946938B7954C0A5D1E4620CD43E40A60F5D50DF7754C0868F882991CC3E4054C72AA5677354C09E45EF54C0C93E4062DC0DA2B57154C08DEDB5A0F7C23E4042B0AA5E7E7054C044C2F7FE06C53E40B16B7BBB256F54C0F3936A9F8EC33E4011ACAA97DF6D54C0884160E5D0BE3E404AD3A0681E6954C052F01472A5BA3E40529ACDE3306854C0EBDD1FEF55BB3E4027DE019EB46654C0E53DCE3461B73E403F8F519E796654C06D19709692B93E409E0C8E92576254C0D9E89C9FE2B43E40B06CE690D46154C0A4677A89B1B83E40010300000001000000080000005A68E7340B5F54C0D236FE4465E73E4014B2F336366054C0D78A36C7B9E13E40EAAD81AD125E54C0B8E4B8533ADC3E40FFE6C589AF5E54C03BC8EBC1A4BC3E40850838842A5D54C070C6302768B73E40399D64ABCB5954C0C23060C955F03E40BD72BD6DA65A54C0264D83A279F83E405A68E7340B5F54C0D236FE4465E73E40,20,Camden,12,20
0106000020E61000000100000001030000000100000013000000A2427573F13D55C07B884677107F41404FE78A52423E55C0866A4AB20E7F4140DD9A745B225155C03352EFA99C7E4140D4282499D55055C0DAFAE93F6B6C4140D120054F214D55C0541F48DE396C4140BA2D910BCE4C55C0B900344A97624140C30C8D27824A55C0573F36C98F624140E6B16664904955C0C5724BAB21614140BA4C4D82374855C00A2FC1A90F684140FB20CB82894755C03E25E7C41E684140B75ED383824755C0C05DF6EB4E6741409FE74F1BD54355C0DCD26A48DC67414079CDAB3AAB4355C03849F3C7B46C414003E3E0D2314155C07381CB63CD6C4140BF0B5BB3954055C0988922A46E734140A04E7974233F55C07AC7293A92774140D7DAFB54153F55C02F6F0ED76A7B4140B6BA9C12103E55C04E0B5EF4157C4140A2427573F13D55C07B884677107F4140,23,Catoosa,1,1
0106000020E61000000100000001030000000100000027000000419946938B7954C0A5D1E4620CD43E40DFE00B93A97854C02C24607479E73E40E8A38CB8007A54C034B22B2D23E93E40B70BCD751A7954C0E55C8AABCAF23E4034F0A31AF67954C0310BED9C66F93E4029ABE97AA27954C0C530276893073F40F7578FFB567B54C038D4EFC2D60C3F40D15966118A8354C036EA211ADD113F403BC3D4963A8554C0342A70B20D043F40062AE3DF678854C0001DE6CB0B043F407041B62C5F9A54C02EA9DA6E82033F4022DE3AFF769A54C0856055BDFCCA3E40ED0F94DBF68A54C0AD84EE9238CB3E401DE56036018954C0C2C1DEC490C83E40882EA86F998D54C0F14410E7E1903E409F008A91258E54C0782634492C913E4073D712F2418F54C02F6D382C0D883E4036ACA92C0A8E54C042ACFE08C3803E4015AA9B8BBF8C54C0CC6262F3717D3E40AA46AF06288D54C0821DFF05826C3E40C5DFF604898B54C0751893FE5E5E3E40FB20CB82898A54C0361C96067E5C3E406F0D6C95608354C0E9482EFF215D3E408FE21C75748254C09B20EA3E00613E40D74FFF59F38254C03D0B42791F6F3E4080D3BB783F8254C0F2EB87D860713E4008AF5DDA708154C0A983BC1E4C7A3E40CF49EF1B5F8054C096253ACB2C923E403A596ABDDF8054C0FB3E1C2444993E4064062AE3DF8254C012691B7FA2A63E40E90E62670A8254C0CE716E13EEC13E40F7325184D48054C05693A7ACA6C33E40B96DDFA3FE8054C0D881734694CA3E401EA5129ED07E54C079944A7842C73E408A93FB1D8A7D54C07C28D192C7CB3E4090C01F7EFE7C54C0A96DC32808D23E40016DAB59677C54C082902C6002D33E40A29927D7147A54C0D8EA724A40D03E40419946938B7954C0A5D1E4620CD43E40,24,Charlton,11,18
0106000020E610000002000000010300000001000000150000005E143DF0315254C0E0B54B1B0EF33F40C8D3F203574F54C0A67C08AA46E73F40AC8E1CE90C4D54C0B954A52DAEED3F407D5358A9A04C54C065868DB27EEB3F401F2FA4C3434D54C0203F1BB96EE63F40BCCD1B27854B54C0648BA4DDE8E73F40BE0D315EF34854C04C6551D845DD3F40E257ACE1223E54C087F9F202ECE33F407E6E68CA4E3E54C0D7BB3FDEABF23F407E37DDB2433954C053E3A59BC400404061C26856B64654C01EA67D737F0D4040A25D85949F4754C082AD122C0E0F404086CABF96574754C03DD34B8C651840400070ECD9734954C09A3E3BE0BA1C404098BA2BBB604C54C08C5DA27A6B1E4040170CAEB9A35854C019028063CF0C40402B6C06B8205754C0A41820D104064040E36DA5D7665454C0B22C98F8A302404009168733BF5354C0058BC3995FFD3F4093A0BFD0235254C020E527D53EF93F405E143DF0315254C0E0B54B1B0EF33F4001030000000100000007000000C43E0114234B54C0EBC891CEC0CC3F406D8D08C6C14854C0619335EA21BA3F404E637B2DE84354C0990986730DC73F40838593347F4254C06AA33A1DC8D23F40469561DC0D4954C04262BB7B80DA3F40E3310395F14A54C00778D2C265D13F40C43E0114234B54C0EBC891CEC0CC3F40,25,Chatham,12,20
0106000020E6100000010000000103000000010000001400000026AAB706B62955C01E335019FF1C40404ED1915CFE2955C0E3C116BB7D3E40403FC91D36912855C0A64412BD8C3E4040925D6919A92855C0B742588D254440400A45BA9F532C55C01AD7BFEB33434040F7EAE3A1EF2D55C0B8B1D991EA3F4040BA313D61892F55C08D62B9A5D5384040DC48D922693155C0FB04508C2C354040EA5910CAFB3755C0BEA25BAFE93340403CB83B6BB73C55C0876F61DD782F404076A4FACE2F3E55C0B8955E9B8D2F40402461DF4E224055C051F701486D2C40405C1D0071574055C0ACE5CE4C302A4040728A8EE4F23A55C09206B7B5852540405CAFE941413955C0130CE71A66224040137EA99F373955C01EDB32E02C2140405A7C0A80F13955C08429CAA5F11F4040A9F57EA31D3B55C0D218ADA3AA1F4040F6B704E09F3A55C0DE8D0585411D404026AAB706B62955C01E335019FF1C4040,26,Chattahoochee,8,14
0106000020E6100000010000000103000000010000000B0000008A8A389D644655C0E9F17B9BFE4A414087FD9E58A76155C0CD1DFD2FD74A41405A087250C26055C0840F255AF2424140412B3064755D55C0412C9B39242541405D34643C4A5855C00F0C207C282541404AB3791C065855C02D095053CB284140BC749318045655C076172829B02E414046938B31B05055C0AB014A438D32414011AAD4EC814F55C0CCD3B9A29434414042791F47734B55C0C8AD49B7253841408A8A389D644655C0E9F17B9BFE4A4140,27,Chattooga,1,1
0106000020E6100000010000000103000000010000002100000014C440D7BE2955C052F01472A53441409160AA99B52955C0D270CADC7C2D41403D0801F9122955C0732D5A80B62D414036C98FF8152955C0F92CCF83BB2B41401F274C18CD2955C02D23F59ECA2B41407CB5A338472955C0D3C1FA3F871B4140DCA0F65B3B2A55C0C952EBFD461B4140CA6DFB1EF52955C0605628D2FD0A414076C1E09A3B2755C091AF0452620B4140880FECF82F2755C0C617EDF1420C414006F4C29D0B2855C06E10AD156D0C4140CF6740BD192855C0F8889812490E414037DE1D19AB2555C07B28D192C70D4140EC884336902555C0616EF7729F0C414018247D5A452655C0D5777E51820C414088122D793C2655C08B6D52D1580B4140C89750C1E11A55C0E486DF4DB70A41402D7AA702EE1A55C0725303CDE70E41404147AB5AD21755C06284F068E3104140B9F94674CF1655C0D8BB3FDEAB16414015527E52ED1455C001857AFA081841404182E2C7981055C0ACAA97DF691841400AA2EE03901055C01135D1E7A32A4140889FFF1EBC1055C03BAA9A20EA304140D4B66114041955C0E527D53E1D3141402A155454FD1855C0A06B5F402F30414013D38558FD1955C01230BABC393041405F22DE3AFF1A55C0DB300A82C7314140A208A9DBD91C55C026E1421EC1314140FAB7CB7EDD1C55C0EFAEB321FF3041403082C64CA22455C09F93DE37BE3041400DE36E10AD2455C031992A189534414014C440D7BE2955C052F01472A5344140,28,Cherokee,3,7
0106000020E610000001000000010300000001000000180000007C28D192C7D154C0B55373B9C1EC4040D1B1834A5CCF54C05D6F9BA910F340407DAD4B8DD0D154C05B94D92093F840402DE3A6069AD054C0EA25C632FDFE404019C5724BABD254C02313F06B24014140E5D4CE30B5D454C025E99AC9370541404D62105839D854C0B5FB5580EF0641402EE1D05B3CD954C0BB46CB811E06414030BDFDB968D954C0DE9046054E04414051F701486DDE54C0B7F1272A1B00414072F90FE9B7DF54C04227840EBA0041408DD13AAA9AE054C0B14E95EF19FF4040AC8E1CE90CE054C0C3F0113125FE40408D7F9F71E1E154C073F22213F0FB40409CA38E8EABE054C05240DAFF00F74040446D1B4641DD54C02A1DACFF73F64040660C738236DB54C05837DE1D19F740400D30F31DFCD954C0B58828266FF4404028BA2EFCE0D854C05F42058717F44040FD9FC37C79D854C09FCA694FC9F14040AAF06778B3D654C008AA46AF06F0404084A0A3552DD554C06BB6F292FFEF40401BD6541685D454C0F92D3A596AED40407C28D192C7D154C0B55373B9C1EC4040,29,Clarke,5,9
0106000020E61000000100000001030000000100000025000000761A69A9BC3455C0E4D6A4DB12813F40FC89CA86353455C077103B53E8843F4011329067973355C09F758D9603853F40C74274081C3455C08750A5660F8C3F4053CA6B25743355C097C80567F08B3F402BA1BB24CE3255C011001C7BF6903F40340D8AE6013455C07264E597C1903F407A1A3048FA3355C0635DDC4603983F409A0AF148BC3455C0BE1072DEFF973F4064CC5D4BC83455C0A4BDC117269B3F40DCD8EC48F53355C00E971C774A9B3F40B8E52329E93355C03C69E1B20A9F3F40C18C2958E33B55C0172829B0009E3F4046205ED72F3C55C0F1129CFA40A63F40D4EFC2D66C3B55C036C64E7809A63F40BE2F2E55693B55C086747808E3AB3F409BABE639223C55C0E4BD6A65C2AB3F404B3B35971B3C55C0C18D942D92AE3F40DD611399B93C55C0CC76853E58AE3F405AF5B9DA8A3C55C0718E3A3AAEB63F40DFC4909C4C3D55C01DA9BEF38BB63F4083F755B9503D55C0A8E49CD843C73F40E54526E0D74055C0649291B3B0C73F408F386403E94055C0E4EC9DD156C53F407841446ADA4455C001284696CCC53F40094D124BCA4455C0C70A7E1B62C83F40FE7C5BB0544855C09E29745E63C73F407BA180ED604755C057AB764D48BB3F4035EECD6F984755C043AA285E65B53F4056815A0C1E4755C0785A7EE02AAF3F40B6BE4868CB4355C005F4C29D0B9F3F40172CD505BC4255C0800871E5EC8D3F403A1C5DA5BB4255C0D8D7BAD408853F40003961C2684155C074D4D17135863F406A12BC218D4155C0111B2C9CA47D3F40E8BE9CD9AE3C55C0051E1840F8803F40761A69A9BC3455C0E4D6A4DB12813F40,30,Clay,8,14
0106000020E6100000010000000103000000010000001F000000A051BAF42F1855C0255D33F966AD4040209738F2401655C0FB03E5B67DAD4040894336902E1655C047904AB1A3B74040D7DEA7AAD01155C0FFE9060ABCB7404072F90FE9B71155C072A609DB4FC6404005DB8827BB1055C07CB8E4B853C640408AB0E1E9951055C04BEA043411CA40403D49BA66F20F55C0A933F790F0C9404055DCB8C5FC0F55C0EE04FBAF73CB40404F7974232C0F55C0B0ABC95356CB4040BFB854A52D0F55C06DAD2F12DACC4040868C47A9841055C0E22021CA17CE4040100874266D1055C00C74ED0BE8CF40407F4DD6A8871155C08D7DC9C683D14040AFEE586C931155C0151A886533D340400640DCD5AB1555C008E1D1C611D34040C7F484251E1D55C0A6B8AAECBBD24040B5DD04DF341D55C03BFBCA83F4C6404038328FFCC11B55C0FC8A355CE4C640407FDFBF79711A55C04F00C5C892C14040290989B48D1855C0C8ED974F56BE4040D6E07D552E1855C0FA9AE5B2D1B9404091EEE714E41855C02AC76471FFB9404066BCADF4DA1855C02B33A5F5B7B8404083DC4598A21955C02C0FD253E4B84040F7E80DF7911955C021CA17B490B6404040F9BB77D41855C02D78D15790B640400322C495B31855C056D11F9A79B44040BA2F67B62B1855C04390831266B440407461A417B51855C0EE7893DFA2AF4040A051BAF42F1855C0255D33F966AD4040,31,Clayton,3,7
0106000020E6100000010000000103000000010000001B0000003BE2900DA49D54C09082A7902B953E40FFB3E6C75F9A54C03E8EE6C8CA933E403082C64CA29A54C000F73C7FDA9C3E40AAF1D24D629B54C059880E81239D3E404014CC98829B54C0ED0BE8853BB73E40F90967B7969A54C04084B872F6B63E40A087DA368C9A54C0E1934E2498BA3E40D95E0B7A6F9B54C09DBCC804FCBA3E40348639419B9B54C05320B3B3E8D13E40F1A1444B1E9F54C0C14EB16A10D23E40C092AB58FC9E54C0BAD7497D59F63E40A5F622DA8EA154C07B629D2ADFF73E4014967840D9A354C04E7D2079E7003F40F947DFA469A554C0EAB985AE44043F408813984EEBAA54C0B67BB94F8E2E3F4050DF32A7CBBD54C05682C5E1CC2F3F40111956F146BE54C0556B6116DADD3E40A54FABE80FB654C05BAB3DEC85D63E408A20CEC309B554C08EE89E758DCE3E409C6ED921FEB454C05D34643C4AC93E403D62F4DC42B254C03FA20914B1BC3E40C0B0FCF9B6B054C021037976F9BA3E40FFE21934F4AB54C04224438EADBB3E4078EDD286C3A554C0EE43DE72F5B33E404D49D6E1E8A454C0EFDDE68D93A63E40FB75A73B4FA554C0BA61DBA2CC963E403BE2900DA49D54C09082A7902B953E40,32,Clinch,11,18
0106000020E61000000100000001030000000100000018000000795BE9B5D92455C08236397CD2DF4040745C8DEC4A1D55C072BD6DA642EA4040BABE0F07091C55C0988A8D791DF14040B69A75C6F71B55C0B7B41A12F7F440406BD3D85E0B1855C0410DDFC2BAFB4040F94A2025761A55C011FDDAFAE9054140C89750C1E11A55C0E486DF4DB70A414088122D793C2655C08B6D52D1580B414018247D5A452655C0D5777E51820C4140EC884336902555C0616EF7729F0C414037DE1D19AB2555C07B28D192C70D4140CF6740BD192855C0F8889812490E414006F4C29D0B2855C06E10AD156D0C4140880FECF82F2755C0C617EDF1420C414076C1E09A3B2755C091AF0452620B4140CA6DFB1EF52955C0605628D2FD0A41405B72DC291D2F55C047CCECF3180B4140EA059FE6E42E55C00E4C6E1459F940404E97C5C4E62D55C0BEDEFDF15EF94040475854C4E92D55C0FCE07CEA58E94040956247E3502D55C028B8585183E940402B685A62652D55C0F816D68D77E74040D68BA19C682755C005BF0D315EE74040795BE9B5D92455C08236397CD2DF4040,33,Cobb,3,4
0106000020E6100000010000000103000000010000001E000000E1270EA0DFC854C017213CDA386A3F40A8A624EB70BD54C0A2EF6E65896A3F403961C26856BD54C0AC58FCA6B0663F401615713AC9B554C037BD8BF7E3663F404147AB5AD2B354C0834C3272165E3F40CDB1BCAB1EA854C0F8C3CF7F0F5E3F4018080264E8A754C0C369C18BBE763F403F1F65C405A654C0B91B446B45773F40D4D688601CA654C0686E85B01A8F3F40F6F065A208A854C08E3F51D9B08E3F40BB641C23D9A754C0D1798D5DA2AA3F406ABE4A3E76B554C023861DC6A4AB3F40C2137AFD49B554C005FBAF73D3CE3F40FEEDB25F77B754C07A8D5DA27AC73F405C72DC291DBE54C0361D01DC2CCA3F408C2E6F0ED7BF54C07A6649809AC63F40F60D4C6E14C054C0CD1E680586AC3F40A3CD716E13C054C0149161156FA83F40A933F790F0C054C082919735B1A83F404757E9EE3AC154C0740CC85EEFA23F40DAAA24B20FC254C051DD5CFC6DA33F4037FA980F08C254C0818C800A47A03F40AF963B33C1C254C06CB587BD50A03F40666B7D91D0C254C00FB9196EC09B3F40166D8E739BC354C064CC5D4BC89B3F40639B5434D6C354C037C7B94DB88F3F40856055BDFCC654C0772FF7C9517C3F4046EC134031C854C06798DA5207793F40433A3C84F1C954C0A4BE2CEDD4783F40E1270EA0DFC854C017213CDA386A3F40,34,Coffee,11,18
0106000020E610000001000000010300000001000000180000005265187783E454C09F1F46088F123F402D78D15790E454C0A9F57EA31D173F40930035B56CE354C0B29B19FD681C3F403EE1ECD632E354C0D362F030ED233F40F5B86FB54EE254C087307E1AF7263F40847F113466E254C0DE2230D6372C3F40863DEDF0D7E054C04336902E36313F4006BCCCB051E054C08E5033A48A363F40791F477364E154C0B8533A58FF533F40F20703CFBDE954C085B1852007553F40BEA4315A47ED54C0F0C4AC1743553F40BD5301F73CED54C0D252793BC2513F402E5393E00DF054C093C49272F7513F403C86C77E16F054C0BCCFF1D1E2543F403C84F1D3B8FF54C0A274E95F92563F4038656EBE110055C0A3923A014D143F40EACA67791E0055C0956B0A64760A3F401F82AAD1ABF254C0B9FDF2C98A093F407FA4880CABF254C0F68E1A1362063F40B554DE8E70F154C0882B67EF8C063F40C9C9C4AD82F154C0F2B6D26BB3093F40971FB8CA13EF54C0604F3BFC35093F40E867EA758BE454C08864C8B1F5083F405265187783E454C09F1F46088F123F40,35,Colquitt,10,17
0106000020E6100000010000000103000000010000001A000000664E97C5C49254C0693524EEB1AE4040F816D68D778254C072158BDF14C640409EB5DB2E348454C0B88FDC9A74C94040A1815836738754C0BE9B6ED921CC4040E42EC214E58854C0A9D5575705CC4040FE7E315BB28A54C0CEE33098BFCE404079E57ADB4C8C54C0C6DE8B2FDACF4040781EDC9DB58D54C0EE05668522D74040F6F065A2088F54C05376FA415DD84040B18BA2073E9254C0EFAB72A1F2D74040890AD5CDC59454C0B14D2A1A6BD940400BB8E7F9D39B54C0EE3CF19C2DD4404024607479739C54C04F7633A31FD14040CC7D7214209B54C0742843554CCB4040DB19A6B6D49B54C05F402FDCB9C64040E1EF17B3259954C07E1AF7E637C440406A8313D1AF9954C00F7D772B4BC04040C2FC1532579854C0E964A9F57EBD4040EB2E5052609854C0B341261939BB404083BF5FCC969654C0CC7F48BF7DB94040DD442DCDAD9654C0D26D895C70B84040F9BCE2A9479554C01DCC26C0B0B640408A0453CDAC9554C0DC847B65DEB4404014B01D8CD89454C0F25F200890B34040ED444948A49454C0E162450DA6B14040664E97C5C49254C0693524EEB1AE4040,36,Columbia,7,13
0106000020E6100000010000000103000000010000001B0000003A765089EBDD54C05A84622B68063F40D80B056C07D354C0DFA9807B9E073F40B7EEE6A90ED254C01CC70F9546103F4073DA53724ED454C09F56D11F9A193F40A033695375D454C00FEB8D5A611E3F4051BD35B055D354C08EC360FE0A293F406E3480B740D554C02E742502D52F3F40ECDFF599B3D554C0BC18CA89763D3F4062821ABE85D854C026FE28EACC413F402577D84466DB54C07EE9EDCF454B3F407ADE8D0585DB54C05858703FE0593F40982B836A83DC54C0A20227DBC0593F40573CF54883DC54C0C153C8957A563F4047DC63E943DD54C0FB2477D844563F408192020B60DD54C0ED9579ABAE533F40791F477364E154C0B8533A58FF533F4006BCCCB051E054C08E5033A48A363F40863DEDF0D7E054C04336902E36313F40847F113466E254C0DE2230D6372C3F40F5B86FB54EE254C087307E1AF7263F403EE1ECD632E354C0D362F030ED233F40930035B56CE354C0B29B19FD681C3F402D78D15790E454C0A9F57EA31D173F405265187783E454C09F1F46088F123F40A7514832ABE254C0EB1A2D077A0C3F40D3F6AFAC34E054C03BFDA02E520C3F403A765089EBDD54C05A84622B68063F40,37,Cook,11,18
0106000020E610000001000000010300000001000000190000005A25581CCEFF54C078211D1EC2703F40B4CBB73EACFF54C0D9C534D3BD763F40E0826C59BEFE54C0E1B034F0A3763F404241295AB9FE54C02670EB6E9E7A3F40E6EB32FCA7FF54C006BAF605F47A3F40CC7C073F71FF54C01FD95C35CF8D3F403A234A7B83FE54C06ADAC534D38D3F408424B37A87FE54C0C35F9335EA913F400A4B3CA06CFF54C007B7B585E7913F409F05A1BC8FFF54C08CF7E3F6CB9F3F40F6B704E09F0055C07D40A033699F3F40A8716F7EC30055C0D66B7A5050A23F4097C62FBC92FF54C0193A765089A33F403D47E4BB94FF54C0F85278D0ECA63F400B5D8940F50055C0BB7EC16ED8A63F40B4E386DF4D0155C00186E5CFB7A93F409F8F32E2020355C010C8258E3CA03F409FE40E9BC81255C043572250FD9F3F4030D7A205681C55C0F33977BB5E9E3F4005871744A41C55C00F3FFF3D78913F40802A6EDC621A55C0FEB968C878743F40D97C5C1B2A1B55C043DFDDCA12713F40132D793C2D1B55C03D3E213B6F6F3F4050C422861D0955C06E3315E291703F405A25581CCEFF54C078211D1EC2703F40,47,Dougherty,10,17
0106000020E610000001000000010300000001000000230000008386FE092E3B55C0C1E5B166649C4040295C8FC2F53655C09DF2E846589C4040D8243FE2573755C060AE450BD098404067D65240DA3655C05551BCCADA9840409C6516A1D83655C0992B836A839740408EB1135E823555C0EE04FBAF73974040315C1D00713555C0F644D7851F9C40403D2AFEEF882D55C07BF99D26339C40409ACDE330982D55C0465ED6C4029D40409DB29AAE272C55C0FD321823129D40400EA14ACD1E2C55C000C63368E89B40409831056B9C2A55C075779D0DF99B4040E753C72AA52A55C0B3D30FEA229D404068B114C9572955C0D29FFD48119D404086AA984A3F2955C0BCE82B48339C404004AC55BB262055C02FA699EE759C40400F09DFFB1B2055C007B7B585E79F4040247EC51A2E1F55C08C14CAC2D7A140405A7F4B00FE2055C0F4FA93F8DCA94040D7C39789222555C041CD902A8AAF40405778978BF82655C08C2FDAE385B44040AC1BEF8E8C2755C0313F373465BD4040A8DF85ADD92655C05D6C5A2904C04040B06F2711E12755C07138F3AB39C0404071C806D2C52755C00D350A4966C1404065C6DB4AAF3555C0425E0F26C5C1404019CBF44BC43655C074B4AA251DBF4040B65D68AED33855C08A1C226E4EBD404005A4FD0FB03A55C03048FAB48AB8404002ECA353573B55C0E607AEF204B84040130F289B723E55C08192020B60BA4040D349B6BA9C4055C00E4FAF9465B64040C5909C4CDC3C55C09A0645F300A44040F3C81F0C3C3C55C0A6457D923BA440408386FE092E3B55C0C1E5B166649C4040,38,Coweta,4,8
0106000020E6100000010000000103000000010000001C000000D1950854FFFF54C0BCE7C07284424040E7FEEA71DFFC54C033C51C041D4740401137A79201FC54C03E9468C9E345404032005471E3FB54C013471E882C48404016A75A0BB3F054C0C009850838584040CA8D226B0DEF54C09F55664AEB5740405EA27A6B60F154C0F92CCF83BB5B4040AAF413CE6EF454C086AE44A0FA5D40403F00A94D9CF754C0B5DFDA8992664040881057CEDEF854C039B35DA10F684040684128EFE3F854C09FE1CD1ABC6B40400C5872158BFD54C0B2BAD573D26B40402633DE567AFD54C013F241CF666D404040C05AB56BFE54C0ECDD1FEF556D404038842A357BFE54C007EC6AF2946B40403D4679E6E50755C0056C0723F66B4040EB17EC866D0855C0848252B472654040A5315A47550955C0DBDAC2F352654040E4326E6AA00C55C0F22213F06B5840409BE3DC26DC0A55C05FB69DB646564040EE93A300510655C0F1811DFF05564040E1D05B3CBC0455C0205F42058751404058C51B99470355C05BAB3DEC855040407A008BFCFA0355C0591135D1E74D4040341477BCC90355C04B2366F6794A4040CEAACFD5560255C0ED293927F6464040BC41B456B40055C00135B56CAD454040D1950854FFFF54C0BCE7C07284424040,39,Crawford,6,11
0106000020E6100000010000000103000000010000000D0000003BA759A0DDE654C0E19524CFF5D93F40B05582C5E1E654C05F7F129F3B034040C899266C3FFD54C083BC1E4C8A034040B5DC990986FB54C06F253B3602F13F40344C6DA983FB54C07B28D192C7E73F405BCF108E59FC54C060CD018239DA3F40085740A19EF654C0542E54FEB5D43F403CBCE7C072F654C06D693524EED13F4021AE9CBD33F454C0012B8716D9CE3F40E1B54B1B0EF354C02506819543CB3F400182397AFCF254C02D90A0F831CE3F40887B2C7DE8E654C002098A1F63CE3F403BA759A0DDE654C0E19524CFF5D93F40,40,Crisp,8,15
0106000020E6100000010000000103000000010000000E000000AE105663095755C0E94317D4B77E4140BEA25BAFE95D55C0ED647094BC7E414027DA5548F96655C04B395FECBD7E41407D2079E7506555C03AB2F2CB606E41403B11C479386255C0367689EAAD4F414025EB7074955F55C06EF4311F10544140809D9B36E35E55C0D34CF73AA9594140BE11DDB3AE5C55C0DC8310902F5D414025CD1FD3DA5C55C04985B1852067414094826E2F695B55C09B745B2217724140C287122D795A55C0EFE53E390A7441406EFC89CA865A55C00B24287E8C754140DC9F8B868C5755C03A3FC571E07B4140AE105663095755C0E94317D4B77E4140,41,Dade,1,1
0106000020E610000001000000010300000001000000180000008B89CDC7B5FD54C074982F2FC02A414016A75A0BB3FE54C084F3A963952E414012BC218D0AFE54C07C992842EA344140143E5B07070755C02A37514B733B4140AC014A438D0655C0BF60376C5B3C4140111D0247020755C0A437DC476E3D41402EE6E786A60755C0B685E7A5623D4140B6BDDD921C0C55C07F349C3237454140029EB470590C55C0B7B585E7A54C4140AF42CA4FAA0C55C04AD05FE8114F414068CBB914570E55C0D2A8C0C9364C4140471ADCD6161055C072E14048164C414016F71F990E1055C0616F62484E48414063B83A00E21355C0BF0F070951484140C3A04CA3C91455C0912C6002B74841404BAFCDC64A1555C08F17D2E1214A41401041D5E8D51555C0D52478431A4941402DB308C5561555C05C1B2AC6F947414098C28366D71555C0959EE925C64641409AB67F65A51455C03354C554FA3B4140594C6C3EAE1055C0349F73B7EB3B4140889FFF1EBC1055C03BAA9A20EA3041400AA2EE03901055C01135D1E7A32A41408B89CDC7B5FD54C074982F2FC02A4140,42,Dawson,2,2
0106000020E61000000100000001030000000100000011000000AFEE586C931155C0151A886533D34040CF15A584600F55C0FB56EBC4E5D24040CD1E6805860F55C0DB300A82C7D14040D751D504510E55C0490F43AB93D14040DF8AC404350E55C0622D3E05C0D24040A3EA573A1F0B55C010CEA78E55D24040C9897615520955C0268E3C1059D24040433C122F4F0755C0137651F4C0CF40404182E2C7980355C0C8CD70033EDD4040580394861A0255C030B95164ADDF4040CBBC55D7A10955C00612143FC6EC404082A8FB00A40D55C0711FB935E9F04040AF97A608701055C0C4995FCD01F640400E9E094D121155C00FED6305BFF94040BC41B456B41555C0F8E12021CAFB40400640DCD5AB1555C008E1D1C611D34040AFEE586C931155C0151A886533D34040,43,DeKalb,3,5
0106000020E61000000100000001030000000100000015000000ED0BE8853B3755C01FD7868A71B63E40FF7A8505F71755C011381268B0B13E40F549EEB0891755C014E3FC4D28143F4044132862112055C066D993C0E6143F405706D506272255C07C3CF4DDAD143F40522CB7B41A2955C029965B5A0D153F40876A4AB20E2955C051616C21C8113F40679AB0FD642E55C051BF0B5BB3113F40C11C3D7E6F2E55C0A911FA997A0D3F400745F300162F55C05C40683D7C0D3F40359886E1232F55C0743C66A0320A3F404A287D21E42F55C0F19E03CB110A3F40F6D214014E3055C0C0081A3389E23E40DC12B9E00C3155C0724F57772CE23E40BB287AE0633155C08750A5660FD43E40A3C85A43A93355C009E6E8F17BC73E40D15AD1E6383555C0EA8D5A61FAC63E40DAF97E6ABC3655C05473B9C150C33E405839B4C8763755C08ECEF9298EBF3E40FE62B664553755C09BB2D30FEAB63E40ED0BE8853B3755C01FD7868A71B63E40,44,Decatur,10,17
